Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Event	logFC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr13	120251001	120252600	1600	81.57;52.47;50.83	111.21;110.16;94.39	Down	-0.77	0.000483238124738145	0.00989849488150569	120251501	120252500	-0.81	7.31491136119709e-06	0.000219542752723233
chr14	9005101	9006400	1300	118.54;106.49;91.23	138.52;152.59;145.64	Down	-0.47	5.87821171732173e-11	4.87742149582862e-07	9005101	9006100	-0.46	1.58948760402792e-10	2.89637239269511e-07
chr14	13654401	13655400	1000	133.77;194.45;164.21	105.88;120.58;114.17	Up	0.53	4.64197264480786e-05	0.00139039774713765	13654401	13655400	0.53	4.64197264480786e-05	0.000970036443000261
chr14	14792901	14794500	1600	205.55;220.69;226.77	165.82;167.47;172.61	Up	0.37	1.14849681159047e-08	4.40448527244945e-06	14793101	14794100	0.47	5.525858013234e-08	5.35995286164229e-06
chr14	19163501	19164900	1400	141.38;239.21;175.94	120.54;131.75;124.06	Up	0.56	2.19053945307012e-06	0.00015602857711489	19163701	19164700	0.63	6.03096749602776e-07	2.95782153492684e-05
chr14	19725201	19726600	1400	168.57;171.30;148.57	126.53;130.26;129.46	Up	0.34	2.03496432993956e-06	0.000147349917163351	19725601	19726600	0.37	1.18095572441746e-07	9.24628056595888e-06
chr14	21207601	21208600	1000	116.37;97.23;108.17	135.19;129.51;130.35	Down	-0.30	3.12323854926694e-09	2.53643714183408e-06	21207601	21208600	-0.30	3.12323854926694e-09	1.63151097180022e-06
chr14	21513901	21515200	1300	197.93;236.12;202.01	179.80;197.99;191.49	Up	0.16	0.181953247680082	1	21514201	21515200	0.24	3.05932488558129e-08	3.80225071341886e-06
chr14	21612401	21613700	1300	178.36;260.81;282.81	153.17;184.59;169.91	Up	0.51	2.246914855406e-05	0.000838657385946874	21612701	21613700	0.52	1.17799547433708e-05	0.000321411176258847
chr14	21871001	21872000	1000	164.22;180.56;194.19	165.15;169.71;159.12	Up	0.13	1.1882249846024e-07	2.03363233108521e-05	21871001	21872000	0.13	1.1882249846024e-07	9.28564196457777e-06
chr14	26426601	26427800	1200	185.97;263.90;231.98	159.83;154.08;157.32	Up	0.53	3.60525883342336e-06	0.000222537422299149	26426801	26427800	0.51	3.02604271222476e-05	0.000695519628495701
chr14	27353001	27354000	1000	138.12;157.41;143.36	123.20;131.75;135.75	Up	0.17	9.84781131002471e-05	0.00218354939337218	27353001	27354000	0.17	9.84781131002471e-05	0.00171597402895214
chr14	27851901	27853300	1400	145.73;137.35;159.00	104.55;112.39;124.96	Up	0.37	0.000292776190425644	0.00612434558335824	27852001	27853000	0.38	2.87648962221256e-08	3.72307647415e-06
chr14	28150801	28152600	1800	11.96;12.35;10.43	33.30;28.28;31.46	Down	-1.42	2.48681425827702e-06	0.000170591094918243	28151301	28152300	-1.74	8.7740502852154e-07	3.86188751023434e-05
chr14	28690301	28691600	1300	17.40;7.72;9.12	35.29;26.05;25.17	Down	-1.34	0.000454652816291599	0.00933604875813855	28690601	28691600	-1.75	2.88952884576237e-05	0.000671596552939314
chr14	30534501	30535600	1100	159.87;220.69;186.37	127.19;132.49;134.85	Up	0.52	3.23093549100933e-05	0.00108443181658529	30534601	30535600	0.57	2.58853123252342e-06	9.2344346760254e-05
chr14	31528601	31529800	1200	191.41;276.25;243.71	165.15;176.41;180.70	Up	0.45	4.90186106710481e-05	0.00143480764436288	31528601	31529600	0.55	9.46095279565142e-07	4.06066054808591e-05
chr14	31814301	31815300	1000	219.68;233.03;195.49	201.11;179.38;194.18	Up	0.17	9.03451441669409e-05	0.00207653450671829	31814301	31815300	0.17	9.03451441669409e-05	0.0016066617351251
chr14	31944101	31945100	1000	54.38;74.08;70.38	40.62;37.22;37.76	Up	0.78	8.88673494618969e-05	0.00205288889014723	31944101	31945100	0.78	8.88673494618969e-05	0.00158471715530298
chr14	32643101	32644200	1100	196.85;302.48;229.38	175.14;186.08;184.29	Up	0.42	1.91486362981655e-05	0.000743297299154095	32643101	32644100	0.46	7.58121649965878e-06	0.000225088763428579
chr14	33669201	33670300	1100	40.24;46.30;49.52	26.64;21.59;23.37	Up	0.93	7.05675559125862e-05	0.00180195254672472	33669201	33670200	1.16	6.88461653754569e-06	0.000209205464234826
chr14	35123601	35124600	1000	199.02;242.29;211.13	167.82;166.73;185.19	Up	0.33	1.97000344489915e-08	5.87004335833331e-06	35123601	35124600	0.33	1.97000344489915e-08	2.8831661724676e-06
chr14	35632401	35634000	1600	283.85;333.35;265.87	205.78;222.55;221.15	Up	0.44	9.24715280774451e-05	0.00210207779907334	35632801	35633800	0.70	5.47070318398754e-07	2.78210639571481e-05
chr14	45839301	45840300	1000	195.76;197.54;182.46	175.14;166.73;156.43	Up	0.21	5.21397593680054e-09	3.57945433366166e-06	45839301	45840300	0.21	5.21397593680054e-09	1.79662664011775e-06
chr14	46147901	46148900	1000	21.75;15.43;14.34	37.96;37.22;34.16	Down	-1.09	9.18122715228755e-05	0.00209746319587185	46147901	46148900	-1.09	9.18122715228755e-05	0.00162578057892931
chr14	48091401	48093300	1900	159.87;237.66;198.10	133.85;131.75;141.14	Up	0.55	1.81142747461272e-06	0.000136908217415163	48091601	48092600	0.80	3.08521570534016e-07	1.92735239945368e-05
chr14	49791301	49792300	1000	129.42;148.15;134.24	107.22;104.95;111.48	Up	0.35	2.26542991506628e-07	3.20237461509267e-05	49791301	49792300	0.35	2.26542991506628e-07	1.53066192858426e-05
chr14	51683001	51684000	1000	32.63;23.15;26.07	53.28;49.87;53.04	Down	-0.93	8.08099708409808e-05	0.00195045884166185	51683001	51684000	-0.93	8.08099708409808e-05	0.00147769861911335
chr14	51709101	51710100	1000	29.36;32.41;36.49	63.26;61.04;53.94	Down	-0.86	2.24432028769484e-05	0.000838657385946874	51709101	51710100	-0.86	2.24432028769484e-05	0.000545512075561883
chr14	52633201	52634800	1600	80.48;154.33;134.24	83.91;75.92;88.10	Up	0.57	4.7854019722493e-05	0.00140910863958198	52633501	52634500	0.80	5.6744694250374e-07	2.84534109741161e-05
chr14	52722301	52723400	1100	42.41;18.52;27.37	63.93;70.71;62.93	Down	-1.16	5.57290822687785e-07	6.22152865069614e-05	52722401	52723400	-1.17	4.30867115715434e-07	2.40496267271674e-05
chr14	52816101	52817100	1000	142.47;157.41;140.75	123.20;122.81;118.67	Up	0.27	1.08757662415252e-05	0.000489699040792197	52816101	52817100	0.27	1.08757662415252e-05	0.000300301657460994
chr14	52877701	52878700	1000	11.96;3.09;10.43	25.97;22.33;23.37	Down	-1.49	3.38984025847274e-05	0.00111872831733405	52877701	52878700	-1.49	3.38984025847274e-05	0.000754435270421407
chr14	55530701	55531700	1000	172.92;200.63;182.46	167.82;148.12;161.82	Up	0.22	4.6352160589355e-07	5.43856596965979e-05	55530701	55531700	0.22	4.6352160589355e-07	2.5256970154649e-05
chr14	55708001	55709100	1100	17.40;4.63;5.21	27.97;26.05;26.07	Down	-1.56	2.91076884583496e-05	0.00101309431980498	55708001	55709000	-1.66	4.39404158518074e-05	0.000925698954094688
chr14	55709901	55710900	1000	109.84;97.23;114.69	127.86;140.68;130.35	Down	-0.31	2.1094026615798e-09	1.85887743483643e-06	55709901	55710900	-0.31	2.1094026615798e-09	1.19681149914126e-06
chr14	55733601	55734700	1100	196.85;208.34;194.19	164.49;169.71;172.61	Up	0.24	8.87088851734374e-09	3.94045797514087e-06	55733601	55734600	0.26	3.90764217433234e-07	2.26581600565529e-05
chr14	56109401	56110500	1100	145.73;223.78;166.82	126.53;128.02;142.04	Up	0.44	4.9331784505451e-05	0.00144193638013181	56109501	56110500	0.44	6.36007319920944e-05	0.00123498130222624
chr14	56178301	56179400	1100	117.45;115.75;118.60	140.51;147.38;152.83	Down	-0.33	8.81785556048057e-05	0.00204662420001854	56178301	56179300	-0.32	1.90295221376358e-09	1.14226775057478e-06
chr14	57395301	57396300	1000	38.06;24.69;26.07	61.93;50.61;62.93	Down	-0.98	6.68239576001675e-05	0.00174179652352658	57395301	57396300	-0.98	6.68239576001675e-05	0.00128253692116948
chr14	57506001	57507000	1000	82.65;63.27;59.95	103.89;103.46;100.69	Down	-0.58	1.75758238827397e-09	1.76278403638295e-06	57506001	57507000	-0.58	1.75758238827397e-09	1.13801808564832e-06
chr14	58364101	58365300	1200	146.82;203.71;183.76	121.20;133.98;119.57	Up	0.51	8.17682917180338e-05	0.00196329223558117	58364101	58365100	0.55	2.13542888455328e-05	0.000526146303036454
chr14	59819401	59820400	1000	144.64;165.13;144.66	133.19;133.24;120.47	Up	0.23	2.7649303247011e-05	0.000972964181720223	59819401	59820400	0.23	2.7649303247011e-05	0.000647725589301302
chr14	60795701	60796800	1100	176.18;202.17;194.19	176.47;174.17;178.90	Up	0.11	0.282829573400683	1	60795801	60796800	0.15	1.70888862790567e-08	2.65640538337019e-06
chr14	62057601	62059200	1600	207.72;276.25;237.20	181.80;179.38;183.40	Up	0.41	0.00127730878179125	0.0253006098155092	62058101	62059100	0.51	1.54210673939468e-05	0.000402187693205615
chr14	62300401	62301600	1200	193.58;280.88;247.62	174.48;162.26;182.50	Up	0.48	1.78727544151266e-05	0.000705675636192293	62300601	62301600	0.56	3.26409118519306e-06	0.000112379159358542
chr14	63377601	63378700	1100	13.05;13.89;13.03	33.30;31.26;31.46	Down	-1.26	1.29095735878911e-05	0.000554656347368543	63377701	63378700	-1.26	1.29095735878911e-05	0.000346975158250017
chr14	63378801	63380700	1900	324.09;442.92;389.68	265.04;273.17;267.90	Up	0.52	8.72457785255059e-06	0.000417750942771029	63379101	63380100	0.64	7.42968605961714e-07	3.40025123996931e-05
chr14	64224801	64226600	1800	292.55;313.29;336.25	263.05;237.44;277.79	Up	0.28	1.35339259141461e-05	0.000574332114254206	64225601	64226600	0.25	7.81161526251517e-09	2.03850902439871e-06
chr14	64227301	64228400	1100	25.01;6.17;10.43	51.94;42.43;42.25	Down	-1.72	1.83182753242752e-07	2.74893596877112e-05	64227401	64228400	-1.59	1.79198845781503e-07	1.29032513049919e-05
chr14	65193701	65195100	1400	30.45;21.61;15.64	41.29;48.38;53.94	Down	-1.08	0.000280242285767544	0.00587105462413764	65194101	65195100	-1.32	2.06457006837183e-05	0.000510607255286387
chr14	66915501	66916500	1000	213.16;200.63;195.49	194.45;193.53;195.08	Up	0.06	6.93412045524656e-05	0.00178549473422328	66915501	66916500	0.06	6.93412045524656e-05	0.0013192788726776
chr14	66918001	66919100	1100	25.01;12.35;16.94	39.29;40.94;41.35	Down	-1.16	2.19376224985585e-05	0.000822288368112544	66918001	66919000	-1.22	1.65123312070027e-05	0.000424711766480888
chr14	67528001	67529100	1100	40.24;40.13;27.37	62.60;72.94;64.73	Down	-0.89	5.34607170093923e-06	0.000293325829925012	67528101	67529100	-0.86	2.22728791183741e-05	0.000542008288674982
chr14	68333801	68335200	1400	115.28;189.82;196.80	125.86;117.60;134.85	Up	0.41	0.000266930781890856	0.00560351704224809	68333801	68334800	0.47	7.35333580085074e-05	0.00137473582408891
chr14	69902201	69903400	1200	342.58;370.39;377.95	341.63;317.08;327.24	Up	0.15	0.460664490772029	1	69902201	69903200	0.19	6.59102150848754e-11	2.89637239269511e-07
chr14	69954501	69955500	1000	192.50;265.44;246.32	169.81;163.01;155.53	Up	0.53	4.98395648667667e-06	0.000281926444708182	69954501	69955500	0.53	4.98395648667667e-06	0.000160392781480322
chr14	70750201	70751700	1500	178.36;183.65;188.98	165.15;162.26;162.72	Up	0.17	7.20877269439469e-08	1.40175092702554e-05	70750201	70751200	0.21	1.64826235413151e-05	0.000424286700953504
chr14	70999401	71000400	1000	82.65;123.46;66.47	54.61;55.08;67.42	Up	0.62	5.75351905932862e-05	0.00159080664347031	70999401	71000400	0.62	5.75351905932862e-05	0.00114182679635493
chr14	71059201	71060600	1400	43.50;23.15;28.67	73.25;66.25;61.13	Down	-1.07	2.0395487116869e-06	0.000147424133578792	71059501	71060500	-1.48	2.71891087597975e-07	1.74592016529193e-05
chr14	71165801	71166800	1000	151.17;231.49;159.00	125.20;121.33;135.75	Up	0.50	8.03484565432291e-06	0.000391054332915096	71165801	71166800	0.50	8.03484565432291e-06	0.000235185326721376
chr14	73002201	73003500	1300	9.79;10.80;13.03	32.63;26.80;33.26	Down	-1.46	1.58264806844016e-06	0.000127678792379159	73002301	73003300	-1.48	2.24727243409856e-06	8.16469558556967e-05
chr14	73108801	73110200	1400	209.90;208.34;224.16	181.80;163.75;180.70	Up	0.29	0.00847126753196138	0.161837158043716	73109201	73110200	0.34	3.70099697921938e-07	2.19295984099153e-05
chr14	73638301	73639300	1000	10.88;7.72;6.52	21.31;26.05;19.78	Down	-1.42	6.75463510106986e-05	0.00175423555034518	73638301	73639300	-1.42	6.75463510106986e-05	0.00129280719323526
chr14	73724401	73726200	1800	228.38;287.05;285.42	179.80;181.62;189.69	Up	0.54	2.16190927184973e-06	0.000154382686588745	73724601	73725600	0.66	6.50906628469812e-07	3.06703648896048e-05
chr14	73726001	73727000	1000	17.40;1.54;13.03	31.97;26.80;25.17	Down	-1.39	8.73232781499576e-05	0.00203875734747178	73726001	73727000	-1.39	8.73232781499576e-05	0.00156705179134096
chr14	75844801	75845800	1000	6.53;4.63;11.73	23.31;18.61;20.68	Down	-1.45	8.15131513833196e-05	0.00196171510981658	75844801	75845800	-1.45	8.15131513833196e-05	0.00148858540740491
chr14	76363201	76364300	1100	11.96;6.17;16.94	26.64;32.75;28.77	Down	-1.33	3.99800874250872e-05	0.00125162151245069	76363301	76364300	-1.51	1.76083884324894e-05	0.000446364395524602
chr14	76814101	76816100	2000	247.96;368.84;321.91	227.75;233.72;249.02	Up	0.40	1.58729850736606e-05	0.000651563226740214	76814701	76815700	0.57	9.43462261368821e-07	4.05356015989355e-05
chr14	76954901	76955900	1000	11.96;9.26;10.43	24.64;32.01;27.87	Down	-1.42	9.51058379310809e-06	0.000440122189433464	76954901	76955900	-1.42	9.51058379310809e-06	0.000269063770179611
chr14	76956101	76957200	1100	153.34;177.48;165.52	139.18;124.30;131.25	Up	0.33	0.0452475100256935	0.845695564189609	76956201	76957200	0.31	2.32158770151656e-06	8.39053398092606e-05
chr14	77556001	77557800	1800	336.05;347.24;281.51	271.70;275.40;290.38	Up	0.20	0.492136213225465	1	77556301	77557300	0.30	3.40481439774498e-09	1.67881669911669e-06
chr14	79131701	79133200	1500	197.93;274.70;235.89	176.47;171.20;161.82	Up	0.48	8.93484718944676e-05	0.00205819522187156	79132201	79133200	0.58	4.76344626832158e-05	0.00098302151241327
chr14	79879701	79881600	1900	207.72;350.32;258.05	192.46;196.50;204.97	Up	0.46	1.70538704693064e-06	0.000132534226273874	79880301	79881300	0.56	9.41330826395297e-07	4.04860230193566e-05
chr14	87816201	87817200	1000	192.50;280.88;183.76	175.81;154.82;160.02	Up	0.42	4.33541437321929e-05	0.00131838614177677	87816201	87817200	0.42	4.33541437321929e-05	0.000917079634882516
chr14	94288101	94289100	1000	29.36;18.52;20.85	41.29;54.34;49.44	Down	-1.08	9.93712266808095e-05	0.00219741455775001	94288101	94289100	-1.08	9.93712266808095e-05	0.0017293098599436
chr14	99697301	99698300	1000	150.08;157.41;147.27	97.89;103.46;121.36	Up	0.49	9.93834555786634e-06	0.00045433377076789	99697301	99698300	0.49	9.93834555786634e-06	0.00027756331511511
chr14	102241401	102243500	2100	54.38;20.06;22.16	69.92;78.15;74.62	Down	-1.21	1.08594934610445e-07	1.9072764780264e-05	102242201	102243200	-1.36	1.88431526217168e-06	7.09918971842585e-05
chr14	103497501	103499300	1800	247.96;344.15;311.48	226.42;218.83;239.13	Up	0.40	6.32301473435338e-05	0.00168091543175512	103498001	103499000	0.52	2.8128347504353e-06	9.90663177666066e-05
chr14	103744101	103745200	1100	32.63;21.61;27.37	55.94;53.59;59.33	Down	-1.05	3.32012796058813e-06	0.000210264617540733	103744201	103745200	-1.01	4.6743546289773e-05	0.000971899698910552
chr14	104049201	104050400	1200	209.90;290.14;260.66	181.80;174.92;203.17	Up	0.44	0.000540306959636001	0.0110292920917713	104049201	104050200	0.57	6.05280741866372e-05	0.00119038545900387
chr14	105576001	105577000	1000	175.09;177.48;181.16	154.50;171.20;155.53	Up	0.15	1.6514068240571e-06	0.00013060458341322	105576001	105577000	0.15	1.6514068240571e-06	6.41788553179654e-05
chr14	115439801	115442000	2200	254.49;381.19;310.18	202.45;197.25;200.48	Up	0.66	1.21422973868751e-06	0.000107689437509549	115441001	115442000	0.80	3.0584037692531e-07	1.91348893224962e-05
chr14	118535101	118536200	1100	11.96;7.72;22.16	28.64;35.73;31.46	Down	-1.20	8.09918390432487e-05	0.00195370995311198	118535101	118536100	-1.55	1.91551495484685e-05	0.000478220605182921
chr14	119497701	119499200	1500	230.56;288.59;237.20	189.13;194.27;200.48	Up	0.37	0.00162237716301493	0.0319522669223739	119498201	119499200	0.37	2.6730130688068e-08	3.51758441900913e-06
chr14	121309801	121311300	1500	213.16;236.12;220.25	177.81;173.43;183.40	Up	0.32	0.00081221169559607	0.0162906460088126	121309901	121310900	0.46	5.49407850388321e-08	5.35420572879611e-06
chr14	121434201	121435900	1700	178.36;297.85;221.56	162.49;183.85;159.12	Up	0.47	1.54249953751358e-05	0.000636961573726195	121434201	121435200	0.55	5.57950843697571e-06	0.000175869163198371
chr14	121777301	121779200	1900	259.92;319.46;301.06	213.10;214.37;229.24	Up	0.42	0.000221836223043226	0.0046949477189598	121778201	121779200	0.46	1.12814829256344e-07	8.90012304407476e-06
chr14	122137001	122138000	1000	26.10;9.26;13.03	42.62;34.24;34.16	Down	-1.20	9.30064155521169e-05	0.00210729743946257	122137001	122138000	-1.20	9.30064155521169e-05	0.00163920839120748
chr14	122277401	122278500	1100	200.11;216.06;222.86	159.16;177.89;173.51	Up	0.32	9.31937604330964e-09	3.96040097217128e-06	122277501	122278500	0.35	3.24339116163408e-08	3.87424929877882e-06
chr14	122506501	122507500	1000	139.21;157.41;144.66	115.87;128.77;115.07	Up	0.29	2.40713220321797e-05	0.00087840177614874	122506501	122507500	0.29	2.40713220321797e-05	0.000577293581892774
chr15	5094401	5095400	1000	13.05;1.54;6.52	23.97;23.07;20.68	Down	-1.68	2.7346422167649e-05	0.000965756853529224	5094401	5095400	-1.68	2.7346422167649e-05	0.000641831608606107
chr15	5136001	5137000	1000	27.19;20.06;18.25	48.61;38.71;44.95	Down	-1.01	5.93327979810655e-05	0.00161887076862962	5136001	5137000	-1.01	5.93327979810655e-05	0.00117132784879875
chr15	6657801	6659500	1700	244.70;305.57;299.75	190.46;175.66;215.76	Up	0.55	0.000241722530998994	0.00509499429461391	6658301	6659300	0.66	1.21771448908363e-09	9.17005431070285e-07
chr15	7079001	7080100	1100	207.72;186.74;196.80	163.16;162.26;174.41	Up	0.24	5.5310511698862e-09	3.57945433366166e-06	7079001	7080000	0.26	7.47579373759329e-07	3.4089372794787e-05
chr15	9000401	9002000	1600	209.90;231.49;239.80	159.16;166.73;178.90	Up	0.43	2.34500657916294e-08	6.47503216638471e-06	9000501	9001500	0.55	8.16514906433522e-08	7.10470890644194e-06
chr15	12047301	12048900	1600	272.97;388.91;346.67	228.42;250.09;259.81	Up	0.45	9.23785250575665e-06	0.000433422834057444	12047701	12048700	0.58	8.59964398270174e-07	3.79722872575203e-05
chr15	12250801	12252500	1700	274.06;321.00;298.45	235.74;248.61;246.33	Up	0.29	1.27440842491258e-08	4.7552655984711e-06	12251101	12252100	0.44	4.54397300149303e-10	4.89960979244789e-07
chr15	18747901	18749300	1400	32.63;18.52;28.67	61.93;58.80;53.94	Down	-1.13	2.47254905466142e-07	3.39597948347008e-05	18748301	18749300	-0.94	5.68685370278862e-05	0.00113313442872384
chr15	25773001	25774000	1000	162.04;152.78;145.97	135.85;120.58;133.95	Up	0.24	8.78049604296215e-06	0.000418975328464754	25773001	25774000	0.24	8.78049604296215e-06	0.000252624175732449
chr15	27559801	27560800	1000	157.69;175.93;156.39	129.19;126.54;127.66	Up	0.35	3.15626078493436e-06	0.000203306390653828	27559801	27560800	0.35	3.15626078493436e-06	0.000109120208005352
chr15	27954501	27955900	1400	251.22;251.55;258.05	185.13;193.53;204.97	Up	0.38	1.25573664496098e-07	2.08571877634924e-05	27954701	27955700	0.51	3.59798595074427e-10	4.65691819087269e-07
chr15	31383501	31384500	1000	15.23;12.35;20.85	34.63;36.47;33.26	Down	-1.11	8.84001902168349e-05	0.00204662420001854	31383501	31384500	-1.11	8.84001902168349e-05	0.00157885255644712
chr15	36722001	36724000	2000	340.40;479.96;418.35	297.01;285.82;284.08	Up	0.51	3.72047727966824e-06	0.000227664962578962	36722701	36723700	0.77	6.0859791273045e-07	2.96901158415427e-05
chr15	38007401	38008900	1500	220.77;314.83;245.02	159.83;163.75;192.39	Up	0.60	3.81248913190267e-06	0.000231087250924901	38007701	38008700	0.65	2.06719082693966e-06	7.64062225941146e-05
chr15	38008901	38009900	1000	20.66;10.80;15.64	37.29;32.75;41.35	Down	-1.24	1.4300182548076e-05	0.000599478705239082	38008901	38009900	-1.24	1.4300182548076e-05	0.000377492008142902
chr15	38447901	38449100	1200	210.98;234.58;211.13	177.14;173.43;186.09	Up	0.29	0.00163643448311456	0.0321985004378332	38448001	38449000	0.28	6.37097178129727e-09	1.90417969691503e-06
chr15	38837001	38838100	1100	58.73;81.79;56.04	44.62;34.24;30.57	Up	0.85	0.000167571187542302	0.00359795927715244	38837001	38838000	0.97	5.07028771397071e-06	0.00016279160971879
chr15	38943901	38944900	1000	166.39;180.56;191.58	162.49;165.99;164.52	Up	0.13	1.74026173159792e-07	2.68948359698965e-05	38943901	38944900	0.13	1.74026173159792e-07	1.26231454289532e-05
chr15	39028801	39030400	1600	222.95;337.98;325.82	195.79;212.13;209.47	Up	0.52	1.32730621309963e-06	0.000115179778345142	39028801	39029800	0.62	6.27319967791401e-07	3.02573947948665e-05
chr15	41620001	41621100	1100	142.47;149.70;148.57	113.88;112.39;112.37	Up	0.38	0.000366202659679349	0.00757990092883522	41620001	41621000	0.42	5.51293401180232e-08	5.35995286164229e-06
chr15	51822001	51823600	1600	117.45;199.08;172.03	119.20;116.12;112.37	Up	0.49	3.68889306035726e-05	0.00118623115507668	51822301	51823300	0.61	1.47941352479524e-06	5.86919055267906e-05
chr15	57526501	57527500	1000	137.03;135.81;135.54	111.21;101.97;110.58	Up	0.33	1.72870951038687e-07	2.68163634835968e-05	57526501	57527500	0.33	1.72870951038687e-07	1.25613492107375e-05
chr15	57722401	57723400	1000	10.88;4.63;6.52	20.64;23.07;22.47	Down	-1.59	2.735121901564e-05	0.000965756853529224	57722401	57723400	-1.59	2.735121901564e-05	0.000641831608606107
chr15	66115901	66117100	1200	35.89;10.80;24.76	56.60;52.10;58.43	Down	-1.23	5.91661227240817e-07	6.50011265513532e-05	66116001	66117000	-1.41	1.62680575091837e-07	1.19466384027548e-05
chr15	68193701	68195200	1500	178.36;222.23;170.73	138.52;128.77;135.75	Up	0.50	0.000127207138183675	0.0027729817101534	68194001	68195000	0.64	4.12573239720162e-07	2.3502477660286e-05
chr15	73014601	73016200	1600	191.41;291.68;239.80	182.47;167.47;184.29	Up	0.44	1.89601989649816e-05	0.000738966322686381	73015101	73016100	0.68	3.89585708662966e-07	2.26581600565529e-05
chr15	73252601	73254100	1500	224.03;291.68;230.68	182.47;189.06;198.68	Up	0.39	0.000699823270410138	0.0141047592281494	73252901	73253900	0.52	2.77904503231079e-06	9.81777722483562e-05
chr15	73475801	73476800	1000	105.49;141.98;100.35	80.58;76.67;74.62	Up	0.59	6.22920495049331e-05	0.00166406804989257	73475801	73476800	0.59	6.22920495049331e-05	0.00121533963603389
chr15	74346501	74347900	1400	164.22;245.38;172.03	141.85;142.17;159.12	Up	0.39	0.000121256016146691	0.00265302782713347	74346701	74347700	0.51	3.1657008970354e-05	0.000719237519217841
chr15	74393701	74394900	1200	118.54;191.37;152.48	98.56;117.60;114.17	Up	0.49	7.28660754802804e-05	0.00182835469109523	74393901	74394900	0.54	9.88342545370739e-06	0.000276324692872936
chr15	75509201	75510400	1200	22.84;21.61;20.85	47.95;49.13;38.66	Down	-1.06	5.06065738807525e-05	0.00146883186895095	75509201	75510200	-1.09	1.82046420763435e-05	0.000459516331841207
chr15	75692201	75693200	1000	3.26;9.26;13.03	19.98;23.07;22.47	Down	-1.36	5.73568185986615e-05	0.00158903325265509	75692201	75693200	-1.36	5.73568185986615e-05	0.00113967011450753
chr15	75839101	75840700	1600	70.69;101.86;82.11	55.94;61.78;60.23	Up	0.52	0.00364684404293491	0.0708134020488879	75839201	75840200	0.87	2.12214654243231e-06	7.79902976880757e-05
chr15	76173701	76175100	1400	230.56;254.64;261.96	194.45;208.41;185.19	Up	0.35	0.00272625301481724	0.0531369164083297	76173901	76174900	0.39	9.45990000396453e-09	2.15868515117684e-06
chr15	76180501	76181600	1100	130.51;125.01;132.93	157.16;157.80;146.54	Down	-0.25	0.29378486543915	1	76180501	76181500	-0.27	9.68558026269256e-06	0.000272710648076275
chr15	76307401	76308400	1000	179.44;165.13;199.40	166.48;171.20;164.52	Up	0.12	1.99366071422802e-07	2.91778938027901e-05	76307401	76308400	0.12	1.99366071422802e-07	1.40192596709501e-05
chr15	76486301	76488100	1800	194.67;302.48;220.25	164.49;177.89;169.01	Up	0.49	1.50512579647828e-06	0.000124163922564248	76487001	76488000	0.68	5.54148676220973e-07	2.80583494764306e-05
chr15	76545301	76546400	1100	54.38;21.61;44.31	76.58;79.64;71.02	Down	-0.92	4.44070469658406e-06	0.000258275555203821	76545401	76546400	-0.91	3.54957140766637e-06	0.000120505039805513
chr15	76648001	76649000	1000	225.12;250.01;215.04	187.79;203.20;179.80	Up	0.27	2.50014053889393e-06	0.000170594433014677	76648001	76649000	0.27	2.50014053889393e-06	8.94221250776415e-05
chr15	76700701	76701700	1000	116.37;84.88;106.87	142.51;153.33;134.85	Down	-0.48	3.75927053064652e-09	2.92274420751078e-06	76700701	76701700	-0.48	3.75927053064652e-09	1.69401067464637e-06
chr15	77136101	77137100	1000	148.99;157.41;170.73	127.86;118.35;115.97	Up	0.40	1.82713923522568e-07	2.74893596877112e-05	77136101	77137100	0.40	1.82713923522568e-07	1.30476642835478e-05
chr15	77671401	77672400	1000	163.13;172.85;144.66	134.52;122.81;118.67	Up	0.35	2.77665875557389e-05	0.000975433862072599	77671401	77672400	0.35	2.77665875557389e-05	0.000649738148804291
chr15	78632901	78634000	1100	79.39;67.90;100.35	43.95;56.57;52.14	Up	0.70	1.64365144260155e-05	0.000663516134987048	78632901	78633900	0.69	1.83630460219797e-05	0.000462346893701127
chr15	78706601	78707600	1000	28.28;13.89;6.52	42.62;34.98;34.16	Down	-1.20	8.27375687789918e-05	0.00198082348190074	78706601	78707600	-1.20	8.27375687789918e-05	0.00150695893741789
chr15	78707501	78708900	1400	202.28;274.70;277.60	173.14;174.92;200.48	Up	0.46	0.000285566224815068	0.00597956617764939	78707901	78708900	0.46	4.55962510243276e-05	0.000955721419496761
chr15	79271401	79272800	1400	146.82;229.95;181.16	125.86;120.58;138.45	Up	0.54	3.1698635868181e-06	0.000203865543538559	79271801	79272800	0.65	8.79286940219984e-06	0.000252729399653236
chr15	79334001	79335300	1300	83.74;38.58;59.95	106.55;104.95;97.99	Down	-0.76	5.63056505895377e-06	0.000307255261675556	79334301	79335300	-0.74	5.03607936270795e-05	0.00103208478498089
chr15	79516001	79517100	1100	34.80;24.69;41.71	67.26;60.29;70.12	Down	-0.97	3.74426996107781e-06	0.000228731818949735	79516001	79517000	-0.92	1.4261608032261e-05	0.000376954231959277
chr15	79572401	79573400	1000	180.53;214.52;196.80	167.15;164.50;180.70	Up	0.21	6.90710336247562e-09	3.81437876089354e-06	79572401	79573400	0.21	6.90710336247562e-09	1.94138144699269e-06
